,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,center_distance,last_fixed
5334,625000.0,2,1.0,2160,2192,1.0,0,0,5,8,1170,990,98119,1150,2152,-0.17111972416995713,0.04398148148148148
5335,270000.0,3,1.75,1800,9314,2.0,0,0,3,8,1800,0,98011,2100,9658,-0.14621367925060957,0.02277777777777778
5336,559000.0,2,2.0,1930,5520,1.0,0,0,3,8,1930,0,98053,1640,4533,-0.19905479145199723,0.007253886010362694
5337,474000.0,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,98072,1540,15000,-0.1545463037409841,0.022448979591836733
5338,303500.0,4,2.5,1920,7345,2.0,0,0,3,8,1920,0,98038,1860,7364,-0.31301079853576763,0.014583333333333334
5339,350000.0,3,1.75,1470,8645,1.0,0,0,3,6,1470,0,98155,1470,7680,-0.17352452276262684,0.04829931972789116
5340,367500.0,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,98155,1590,7800,-0.15794885248079416,0.026845637583892617
5341,595000.0,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,98155,1590,7800,-0.15794885248079416,0.026845637583892617
5342,589000.0,3,2.0,2360,118483,1.0,0,0,3,8,2360,0,98024,2660,91476,-0.34038103648705126,0.01652542372881356
5343,585000.0,3,1.75,1790,87213,1.0,0,0,4,7,1790,0,98077,3270,39586,-0.15979048782701988,0.02569832402234637
5344,482975.0,3,2.25,2130,8801,1.0,0,0,3,8,1370,760,98155,2820,8801,-0.14697768538115039,0.020657276995305163
5345,365500.0,4,2.5,2030,4499,2.0,0,0,3,8,2030,0,98058,2030,4539,-0.1963828149304378,0.008374384236453201
5346,570000.0,4,2.0,1790,7800,1.0,0,0,5,8,1790,0,98008,2150,7838,-0.0970595693376064,0.026815642458100558
5347,335000.0,3,2.5,2260,8040,2.0,0,0,3,8,2260,0,98092,2390,8040,-0.31011302778180705,0.01327433628318584
5348,767500.0,4,2.0,2350,4815,1.5,0,0,4,7,1450,900,98103,1640,4013,-0.14316287926692983,0.0451063829787234
5349,386591.0,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,98029,1690,1662,-0.21660849475495045,0.0035502958579881655
5350,279000.0,3,1.0,1320,5750,1.5,0,0,3,7,1320,0,98108,1010,5700,-0.160830469749986,0.08106060606060606
5351,620000.0,4,2.5,2690,32780,2.0,0,0,3,9,2690,0,98014,2840,36555,-0.24697862255669442,0.008178438661710037
5352,407000.0,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,98198,1860,14900,-0.25989613309936077,0.02206405693950178
5353,364250.0,3,2.5,2280,213879,2.0,0,0,3,8,2280,0,98038,2380,178160,-0.26729139529735224,0.011403508771929825
5354,399000.0,4,2.5,2870,9292,2.0,0,0,3,8,2540,330,98058,2590,7533,-0.19375716760936518,0.014285714285714285
5355,766950.0,3,2.5,3030,30007,1.5,0,0,4,10,3030,0,98077,3360,34983,-0.1991607391028673,0.009240924092409241
5356,710000.0,4,2.75,2940,4232,2.0,0,0,3,9,2940,0,98029,2410,4000,-0.22370607948825078,0.005442176870748299
5357,320000.0,3,1.0,1190,4120,1.0,0,0,3,6,1190,0,98118,1360,4635,-0.10666625520754519,0.07647058823529412
5358,300000.0,3,2.5,1800,3253,2.0,0,0,3,7,1800,0,98108,1800,3081,-0.12863129479251845,0.010555555555555556
5359,263000.0,3,1.75,1580,9187,1.0,0,0,3,8,1180,400,98038,1620,6397,-0.3157458471619208,0.01708860759493671
5360,445000.0,3,2.5,1730,4408,2.0,0,0,3,8,1730,0,98029,1730,4408,-0.20452845767766184,0.013872832369942197
5361,554000.0,3,2.0,1910,9001,1.0,0,0,4,7,1910,0,98008,2040,8700,-0.08516272658857542,0.032984293193717276
5362,335000.0,2,1.75,1000,5100,1.0,0,0,3,6,940,60,98117,1900,5100,-0.1971108571337475,0.114
5363,307000.0,4,2.75,2520,6964,1.0,0,0,4,7,1260,1260,98031,1930,6949,-0.2275773275174899,0.013095238095238096
5364,404000.0,3,1.0,1420,8160,1.0,0,0,3,7,970,450,98125,1340,8160,-0.13675145337435513,0.05140845070422535
5365,775000.0,4,3.5,3080,5250,2.0,0,0,3,9,3080,0,98075,2980,5509,-0.23007094557983068,0.00551948051948052
5366,220000.0,3,1.0,1060,9126,1.0,0,2,5,7,1060,0,98022,1300,9126,-0.4737531002537132,0.06037735849056604
5367,518000.0,4,2.5,2160,9750,2.0,0,0,3,8,2160,0,98028,2840,10535,-0.12274542761341486,0.01712962962962963
5368,1600000.0,4,3.5,4060,9486,2.0,0,0,3,10,4060,0,98033,2410,9486,-0.03340000000000032,0.003694581280788177
5369,315000.0,1,2.25,1940,2550,2.0,0,0,4,7,1100,840,98133,1580,5100,-0.17524465755050875,0.021134020618556702
5370,572650.0,4,2.5,2250,11349,2.0,0,0,3,8,2250,0,98034,2110,9964,-0.08999005500608882,0.012888888888888889
5371,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,98034,2460,5469,-0.08722161429370386,0.06111111111111111
5372,285000.0,2,1.0,920,5850,1.0,0,0,4,6,920,0,98108,1640,5476,-0.13488813884104203,0.13043478260869565
5373,231000.0,3,2.5,1370,7247,2.0,0,0,3,7,1370,0,98032,1720,8085,-0.2734408345510969,0.01824817518248175
5374,179000.0,3,1.0,920,5200,1.0,0,0,4,6,920,0,98042,920,5200,-0.29319462819090364,0.05543478260869565
5375,244000.0,3,1.5,1360,9625,1.0,0,0,3,7,1360,0,98030,1890,9625,-0.25034178636416565,0.04191176470588235
5376,185850.0,3,1.5,1630,11662,1.0,0,0,3,7,1630,0,98188,1700,11662,-0.2003103841541876,0.03496932515337423
5377,610000.0,6,2.5,3610,12033,2.0,0,0,3,8,3210,400,98011,2210,8577,-0.1404907114367294,0.013850415512465374
5378,419000.0,4,2.5,3010,9155,2.0,0,0,3,9,3010,0,98038,3010,5762,-0.32556818026337087,0.0049833887043189366
5379,779000.0,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,98199,2540,7680,-0.1895864182899114,0.027155172413793102
5380,695000.0,5,3.0,3290,14134,1.0,0,0,3,7,1870,1420,98052,1970,11470,-0.07255783899758902,0.004863221884498481
5381,319900.0,3,2.5,2040,7580,2.0,0,2,3,8,2040,0,98092,1960,7820,-0.36830997814341276,0.010784313725490196
5382,329000.0,3,2.75,1920,7700,1.0,0,0,4,8,1320,600,98023,2040,8000,-0.3563420968675958,0.021875
5383,475226.0,3,2.5,2120,4512,2.0,0,0,3,8,2120,0,98011,2000,4553,-0.12119818480488778,0.01509433962264151
5384,638000.0,3,2.5,2170,5000,2.0,0,0,3,9,2170,0,98029,2170,5000,-0.2208847889737956,0.00783410138248848
5385,440000.0,2,1.5,1330,15873,1.0,0,0,3,7,900,430,98074,1610,12043,-0.16710418905582602,0.02706766917293233
5386,214000.0,3,2.0,1580,5080,1.0,0,0,4,6,800,780,98146,1580,7114,-0.20093702993723847,0.049367088607594936
5387,600000.0,3,2.75,3580,14217,2.0,0,3,4,10,2210,1370,98023,3990,14674,-0.3541643121490348,0.008659217877094972
5388,935000.0,4,2.0,2580,4500,2.0,0,0,4,9,1850,730,98102,2590,4100,-0.11613031473306173,0.044573643410852716
5389,630000.0,4,1.75,1930,10210,1.5,0,2,3,8,1670,260,98125,2730,6600,-0.10946159143735827,0.04093264248704663
5390,575000.0,3,2.5,2120,4780,2.0,0,0,3,7,2120,0,98053,1690,2650,-0.17557049866078744,0.007547169811320755
5391,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,98010,1660,93393,-0.42999163945361135,0.016582914572864323
5392,323000.0,4,1.75,1310,9690,1.0,0,0,4,7,1310,0,98011,2280,9618,-0.12855664121311813,0.04045801526717557
5393,425000.0,3,2.5,2670,13218,1.0,0,0,4,10,2670,0,98042,1960,13130,-0.26588698727091464,0.01198501872659176
5394,411000.0,2,2.25,1910,108900,1.0,0,0,4,7,1010,900,98038,2050,108900,-0.274184901116023,0.025130890052356022
5395,299800.0,4,1.5,1530,9000,1.0,0,0,4,6,1530,0,98014,1520,8500,-0.29263055206182614,0.02875816993464052
5396,823000.0,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,98122,2020,5000,-0.09892805466600343,0.038356164383561646
5397,200000.0,3,1.0,1010,8108,1.0,0,0,3,7,1010,0,98155,1110,8108,-0.15134728276384143,0.06435643564356436
5398,760000.0,4,1.75,2450,13300,1.0,0,2,4,9,1630,820,98006,3150,15500,-0.10157243720617287,0.013469387755102041
5399,359950.0,4,2.5,1820,3899,2.0,0,0,3,7,1820,0,98019,1820,3899,-0.23926972228010968,0.011538461538461539
5400,375000.0,4,2.5,2090,8325,1.0,0,0,4,7,1470,620,98056,1700,8025,-0.14210362416209357,0.01770334928229665
5401,295000.0,2,1.75,2200,89298,1.0,0,0,3,7,1100,1100,98027,2590,89298,-0.27922193681729884,0.021363636363636362
5402,250000.0,4,3.0,2250,7882,2.0,0,0,3,8,1570,680,98198,1550,7508,-0.2836196220292223,0.015111111111111112
5403,497000.0,3,2.25,1450,1387,3.0,0,0,3,8,1450,0,98115,1450,1429,-0.11209928634920158,0.013793103448275862
5404,520000.0,4,2.5,2280,8798,2.0,0,0,4,8,2280,0,98028,2180,8632,-0.12618006974162446,0.014473684210526316
5405,365000.0,4,3.5,2720,6781,2.0,0,0,3,8,2100,620,98055,2280,5942,-0.16946515866101072,0.007720588235294118
5406,459900.0,3,2.25,2250,8000,1.0,0,0,3,8,1460,790,98034,1930,9000,-0.0929215260313781,0.019555555555555555
5407,158000.0,3,2.0,1090,6090,1.0,0,0,3,7,940,150,98118,1840,6090,-0.13210692638919463,0.07339449541284404
5408,294700.0,3,2.0,1970,9600,1.0,0,0,4,7,1300,670,98003,1710,7703,-0.36197618706207696,0.026903553299492386
5409,439950.0,4,2.25,2780,15075,2.0,0,0,3,7,2780,0,98059,1650,25542,-0.17454225849347288,0.012589928057553957
5410,899000.0,4,2.25,2290,40946,1.0,0,3,4,8,1550,740,98008,2790,20076,-0.09800510190802066,0.026200873362445413
5411,535000.0,3,1.75,2330,12141,1.0,0,0,3,7,1390,940,98072,1850,12141,-0.14141601748033894,0.01587982832618026
5412,530000.0,4,4.5,4060,10800,2.0,0,0,3,10,4060,0,98188,1830,9768,-0.2247105026472962,0.0032019704433497538
5413,215000.0,4,2.0,1470,7000,1.0,0,0,4,8,1470,0,98032,1640,7000,-0.2708406173379468,0.03605442176870748
5414,290000.0,2,1.0,1620,5400,1.0,0,0,3,6,920,700,98125,1540,7245,-0.12535792755146016,0.05802469135802469
5415,798000.0,5,2.75,3220,5934,2.0,0,0,3,9,3220,0,98052,3100,5934,-0.12578855273831654,0.004347826086956522
5416,785000.0,4,2.5,3270,9578,2.0,0,0,3,9,3270,0,98027,3120,8784,-0.17548301912151043,0.008256880733944955
5417,433000.0,3,1.75,2160,8565,1.0,0,0,3,8,1730,430,98028,2910,9570,-0.14982977007256693,0.022685185185185187
5418,425000.0,2,1.0,1150,6835,1.0,0,1,3,7,1010,140,98118,1150,6561,-0.1034499395843202,0.08521739130434783
5419,654000.0,4,2.5,2240,7540,1.0,0,0,3,8,1540,700,98115,1960,7250,-0.12683158124062602,0.025892857142857145
5420,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280,0,98002,1070,4491,-0.2961882678297749,0.02890625
5421,232000.0,3,1.0,840,6540,1.0,0,0,3,6,840,0,98042,1010,6600,-0.26914399491722424,0.007142857142857143
5422,675000.0,3,1.75,1680,10500,1.0,0,0,4,8,1680,0,98005,2250,10400,-0.03700054053659857,0.03630952380952381
5423,665000.0,5,2.75,2330,8000,1.0,0,0,4,7,1550,780,98052,1750,8419,-0.06609092222084129,0.020600858369098713
5424,835000.0,4,2.5,3030,29163,2.0,0,0,3,10,3030,0,98053,2780,40669,-0.1819989285682812,0.007260726072607261
5425,525000.0,6,3.0,2880,7560,2.0,0,0,3,7,2880,0,98144,1470,1815,-0.10565420010581225,0.013888888888888888
5426,780000.0,3,2.75,2910,3094,2.0,0,2,5,7,2010,900,98125,2400,7530,-0.10826084241312874,0.027835051546391754
5427,844000.0,4,3.25,3090,67518,2.0,0,0,3,10,3090,0,98053,3200,65775,-0.15847637047837365,0.010355987055016181
5428,680000.0,4,2.75,2720,54048,2.0,0,0,3,8,2720,0,98072,2580,37721,-0.14171312571530006,0.012867647058823529
5429,290000.0,3,1.5,1310,8100,1.0,0,0,3,7,1310,0,98034,1330,8100,-0.1028048636981683,0.04198473282442748
5430,560000.0,2,1.0,1790,15783,1.0,0,0,4,8,1360,430,98117,1790,7494,-0.19669773765856866,0.03407821229050279
5431,605500.0,3,2.5,2830,6536,2.0,0,0,3,9,2830,0,98072,2710,6954,-0.1195258967755496,0.010954063604240283
5432,762500.0,4,2.5,3150,5979,2.0,0,0,3,9,3150,0,98052,3150,6595,-0.12615958148313597,0.004761904761904762
5433,1740000.0,5,3.25,3930,5500,2.0,0,0,3,9,2910,1020,98033,2040,5115,-0.050833453551766446,0.0015267175572519084
5434,665000.0,6,2.75,2840,8346,1.0,0,0,5,8,1420,1420,98118,2250,8346,-0.10232907700160654,0.020774647887323944
5435,540000.0,5,1.0,2480,4400,1.5,0,0,3,7,1640,840,98122,1940,4400,-0.10317538466126068,0.0407258064516129
5436,375000.0,3,2.5,1930,6180,1.0,0,0,3,7,1330,600,98155,1940,6180,-0.17342609376908086,0.030569948186528497
5437,342000.0,3,1.0,1260,6826,1.0,0,0,3,6,720,540,98125,1300,6826,-0.14425671561490186,0.06031746031746032
5438,340000.0,3,1.0,670,23522,1.0,0,0,4,6,670,0,98024,1880,20270,-0.32485136601221537,0.07761194029850746
5439,1250000.0,5,3.25,3930,12719,2.0,0,2,4,10,2540,1390,98040,3600,15909,-0.0681513756280847,0.011704834605597965
5440,693000.0,4,2.5,3160,13063,2.0,0,0,3,10,3160,0,98075,3350,14213,-0.18156310197835007,0.006645569620253164
5441,638500.0,4,1.75,1770,12462,1.0,0,2,4,8,1770,0,98166,2310,14810,-0.23848322792179635,0.0327683615819209
5442,805000.0,5,3.0,2240,18265,2.0,0,0,4,8,2240,0,98027,1990,18265,-0.20490829656215234,0.02544642857142857
5443,250000.0,3,1.0,990,8062,1.0,0,0,4,7,990,0,98198,1420,8790,-0.2532548321355392,0.06060606060606061
5444,325000.0,3,2.5,1580,4698,2.0,0,0,3,7,1580,0,98038,2070,4698,-0.32688868135804083,0.013924050632911392
5445,270000.0,4,1.75,1560,4290,2.0,0,0,3,7,1560,0,98108,1250,6000,-0.15902716749033027,0.016666666666666666
5446,880000.0,6,2.5,2640,3680,2.0,0,0,5,8,1760,880,98126,1960,3680,-0.18761239298084081,0.037121212121212124
5447,300000.0,2,1.75,2120,6350,1.0,0,0,4,6,1440,680,98103,1590,6350,-0.16993751792939,0.045283018867924525
5448,290000.0,2,1.0,1200,8750,1.0,0,0,3,6,1200,0,98155,1100,8408,-0.17805628323651637,0.06
5449,2850000.0,4,4.0,5040,17208,1.0,0,0,5,10,2870,2170,98006,4050,18647,-0.06109017924348461,0.00873015873015873
5450,259950.0,3,1.0,1460,5825,1.0,0,0,5,5,1260,200,98056,1150,5926,-0.13450144980631237,0.05342465753424658
5451,1780000.0,4,3.25,4890,13402,2.0,0,0,3,13,4890,0,98059,5790,13539,-0.1212480515307421,0.0032719836400817996
5452,299950.0,3,1.0,1580,5250,1.0,0,0,5,7,1580,0,98056,1180,5940,-0.13737889211957208,0.04177215189873418
5453,483000.0,3,2.25,2100,43560,1.0,0,0,4,8,1330,770,98077,2100,43560,-0.1762078602106037,0.020476190476190478
5454,890000.0,3,2.25,2060,8640,1.0,0,0,4,8,2060,0,98033,2030,9000,-0.02392822601029738,0.02621359223300971
5455,719000.0,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,98116,2140,7200,-0.18866851883660302,0.054437869822485205
5456,785000.0,4,3.0,3370,100681,1.0,0,0,5,8,1920,1450,98058,2440,43705,-0.20481115692266907,0.012759643916913947
5457,660000.0,3,2.5,2330,3995,2.0,0,0,3,9,2330,0,98029,2330,3740,-0.2129475052683158,0.006008583690987125
5458,264000.0,4,1.75,1820,8118,1.0,0,0,4,7,1080,740,98031,1810,8050,-0.22137786700571366,0.02197802197802198
5459,575000.0,3,1.75,1890,11141,1.0,0,0,4,8,1890,0,98006,2720,11144,-0.07074666069858755,0.027513227513227514
5460,1215000.0,4,3.75,3820,53574,1.0,0,0,3,10,3820,0,98072,3140,54014,-0.13036368359323933,0.006806282722513089
5461,475000.0,3,2.5,2770,98881,2.0,0,0,3,9,2770,0,98022,1830,74923,-0.44808731292014775,0.010469314079422382
5462,845800.0,4,3.5,3020,12750,2.0,0,0,3,10,3020,0,98033,3120,14351,-0.027527440854537504,0.009933774834437087
5463,352500.0,3,1.75,1170,8182,1.0,0,0,3,7,1170,0,98155,1610,8183,-0.14494909451251142,0.04957264957264957
5464,347000.0,3,1.0,1270,8400,1.0,0,0,3,7,1270,0,98011,1390,8400,-0.13041533652143297,0.051181102362204724
5465,560000.0,4,2.75,1950,6192,2.0,0,0,3,8,1950,0,98029,2040,5441,-0.2098214479027425,0.014358974358974359
5466,323000.0,4,2.75,2230,50094,1.0,0,2,4,7,1330,900,98092,2230,40770,-0.38585328818089293,0.019282511210762333
5467,595000.0,3,1.75,2220,22081,1.5,0,0,4,7,2220,0,98166,2010,12360,-0.2296094292488826,0.044144144144144144
5468,257500.0,4,2.0,2060,6400,1.0,0,0,3,7,1170,890,98002,1890,8736,-0.33761332912075803,0.02087378640776699
5469,450000.0,3,1.0,1100,4600,1.0,0,0,3,7,1100,0,98116,1200,5175,-0.19492295914027347,0.09363636363636364
5470,410000.0,4,1.0,1140,7208,1.0,0,0,3,7,900,240,98072,1300,7991,-0.11520850663036845,0.043859649122807015
5471,810000.0,3,1.75,1980,13503,1.0,0,2,4,9,1320,660,98008,2450,10890,-0.09897418855438997,0.03434343434343434
5472,372500.0,5,3.0,2480,10090,1.0,0,0,3,7,1300,1180,98178,2290,9900,-0.14770903831519197,0.0064516129032258064
5473,325000.0,3,1.0,1050,9083,1.0,0,0,3,7,1050,0,98155,1440,9071,-0.16325406579929322,0.06571428571428571
5474,280000.0,3,1.0,1260,7660,1.0,0,0,3,6,1260,0,98133,1990,7861,-0.19060367257740993,0.05793650793650794
5475,258000.0,3,2.0,1680,19978,1.0,0,0,3,6,880,800,98198,2150,11588,-0.260993793029639,0.04285714285714286
5476,329950.0,4,1.0,1360,5900,1.5,0,0,4,7,1360,0,98155,1050,5900,-0.16915507677866934,0.05220588235294118
5477,836000.0,4,2.5,2450,12987,1.0,0,0,4,9,2030,420,98007,2730,13685,-0.0510498775708594,0.0163265306122449
5478,365000.0,5,2.5,2260,7040,2.0,0,0,3,8,2260,0,98038,2180,6910,-0.3217576727911942,0.009292035398230088
5479,111300.0,2,1.0,1060,6000,1.0,0,0,4,5,1060,0,98002,940,6000,-0.3242168410184756,0.10566037735849057
5480,864000.0,4,2.5,3720,105850,2.0,0,0,4,10,3720,0,98053,2830,88256,-0.17281782315491115,0.00967741935483871
5481,725000.0,3,1.75,1610,8613,1.0,0,0,5,7,1610,0,98033,2010,8670,-0.02324413904622226,0.03602484472049689
5482,550000.0,4,2.5,3350,6605,2.0,0,0,3,8,2670,680,98011,2730,5962,-0.12129732066290544,0.008955223880597015
5483,130000.0,2,1.0,790,7500,1.0,0,0,3,7,790,0,98198,1560,7794,-0.24781947058292217,0.08734177215189873
5484,765000.0,2,1.75,1660,4000,1.0,0,0,3,7,990,670,98112,2070,4000,-0.08055035692037445,0.04819277108433735
5485,255000.0,3,1.5,1420,7480,1.0,0,0,4,7,1420,0,98058,1720,7700,-0.16567440961114405,0.04014084507042254
5486,439500.0,3,2.5,2050,40003,1.0,0,0,4,8,1570,480,98027,2700,46769,-0.2561249694973185,0.020975609756097562
5487,268000.0,3,1.75,1250,5546,1.0,0,0,4,7,1250,0,98055,1640,4791,-0.15803559725581337,0.0264
5488,985000.0,3,1.75,1700,8534,1.0,0,0,4,7,1700,0,98004,2100,10443,-0.005546169849541374,0.039411764705882354
5489,751305.0,4,2.5,2660,8469,2.0,0,0,3,10,2660,0,98006,2920,10697,-0.11110540040880082,0.009774436090225564
5490,280000.0,3,1.0,1350,7553,1.5,0,0,3,6,1350,0,98118,1380,7470,-0.12081494112898435,0.07851851851851852
5491,304000.0,4,2.0,1810,8750,1.0,0,0,2,7,1110,700,98058,1810,8750,-0.20154525546387947,0.029281767955801105
5492,200000.0,4,2.75,2210,13235,2.0,0,0,3,8,1730,480,98003,1750,7542,-0.29449925297018814,0.014479638009049774
5493,325000.0,3,1.5,2120,41325,1.0,0,0,4,7,1420,700,98092,1780,42000,-0.36907636066267113,0.022169811320754716
5494,736000.0,3,2.25,2470,11603,2.0,0,2,3,8,1540,930,98052,2850,11250,-0.08156353351836705,0.012955465587044534
5495,426500.0,4,2.5,2700,6515,2.0,0,0,3,9,2700,0,98058,2900,6710,-0.21422268787409346,0.008148148148148147
5496,640000.0,2,1.75,1760,4400,1.0,0,0,4,7,880,880,98103,1330,4180,-0.1414213562373095,0.05113636363636364
5497,230000.0,5,2.0,1930,6120,1.5,0,0,3,6,1930,0,98146,1130,6120,-0.18391381133563778,0.026424870466321245
5498,366350.0,4,1.0,1680,5043,1.5,0,0,4,6,1680,0,98118,1560,5765,-0.1194912549101355,0.06488095238095239
5499,365000.0,2,1.0,1390,8336,1.0,0,0,4,6,910,480,98166,1610,7847,-0.23082062299543815,0.053237410071942444
5500,482000.0,4,2.25,2240,8322,2.0,0,0,3,8,2240,0,98034,2240,6448,-0.09818350166906761,0.01830357142857143
5501,345000.0,4,1.0,1980,7991,1.5,0,0,3,7,1980,0,98058,1730,7700,-0.17223286562094053,0.029292929292929294
5502,682000.0,3,1.75,1830,5120,1.5,0,2,5,8,1830,0,98122,2120,5120,-0.11375856011747446,0.06393442622950819
5503,657500.0,3,1.75,980,6002,1.0,0,0,4,6,980,0,98033,1150,6054,-0.03443094538347081,0.07959183673469387
5504,895000.0,6,2.5,3550,6533,2.0,0,0,3,8,3550,0,98144,3140,6234,-0.10213525346323135,0.02676056338028169
5505,425000.0,3,1.5,1660,5665,1.0,0,0,5,7,920,740,98118,1530,5665,-0.1172126699636204,0.06144578313253012
5506,532500.0,4,2.5,2490,8750,2.0,0,0,3,8,2040,450,98008,2120,10240,-0.09174753402681046,0.017670682730923693
5507,540000.0,4,2.5,2329,9436,2.0,0,0,3,9,2329,0,98011,2660,10252,-0.10667502050620839,0.010734220695577501
5508,578000.0,3,2.25,1790,9580,2.0,0,0,3,8,1790,0,98006,2060,9995,-0.08488115220707364,0.02011173184357542
5509,1086000.0,3,3.0,2830,6041,2.0,0,3,3,8,1840,990,98118,3420,6360,-0.10276847765729277,0.037102473498233215
5510,322500.0,3,1.0,1160,9750,1.0,0,0,3,7,1160,0,98077,1160,10565,-0.17067633110656902,0.04482758620689655
5511,140000.0,3,1.0,1000,10560,1.0,0,0,3,7,1000,0,98003,1190,9375,-0.329754287311026,0.065
5512,485000.0,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,98042,1650,51836,-0.26575364531837614,0.01732283464566929
5513,575000.0,2,1.5,1750,19709,1.5,0,0,4,8,1440,310,98010,1950,21075,-0.33361955877916555,0.024
5514,421000.0,3,2.5,2890,21780,2.0,0,0,3,8,2890,0,98188,2120,8117,-0.21532013375437156,0.006920415224913495
5515,355000.0,4,2.0,1870,3497,1.0,0,0,3,7,1200,670,98106,1270,3497,-0.17728454529372162,0.03529411764705882
5516,515000.0,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,98011,1970,7439,-0.10551895564304967,0.015454545454545455
5517,309000.0,3,1.0,1300,7200,1.0,0,0,4,7,1300,0,98146,1740,7100,-0.20943421401480425,0.052307692307692305
5518,815000.0,5,2.25,3410,35536,2.0,0,0,3,10,2530,880,98005,3140,43453,-0.049244289008980466,0.013489736070381233
5519,285000.0,3,1.0,1160,7875,1.0,0,0,3,7,1160,0,98125,1600,7875,-0.15480633061989596,0.05775862068965517
5520,700000.0,3,1.75,2100,5000,1.5,0,0,3,8,2100,0,98117,1830,4200,-0.1669304046601412,0.049523809523809526
5521,289000.0,3,2.5,1490,8628,2.0,0,0,3,7,1490,0,98038,1640,8514,-0.30964090492052765,0.0174496644295302
5522,458000.0,4,3.0,3280,62726,1.5,0,0,3,7,3280,0,98077,3210,73616,-0.18802342939113015,0.0125
5523,230000.0,3,1.75,1450,8378,1.0,0,0,4,8,1450,0,98023,1860,8496,-0.37023437171608237,0.028965517241379312
5524,432500.0,3,2.5,1930,7120,1.0,0,0,4,7,1420,510,98133,1600,8352,-0.19905338479915466,0.030569948186528497
5525,288000.0,3,1.75,1660,10440,1.0,0,0,3,7,1040,620,98045,1240,10380,-0.4681869711984802,0.02530120481927711
5526,354000.0,3,1.75,1260,12330,1.0,0,0,3,7,1260,0,98072,1320,12800,-0.15293933437804708,0.04126984126984127
5527,119500.0,3,1.0,1170,11000,1.0,0,0,2,6,1170,0,98019,1590,10894,-0.24089449972966417,0.03418803418803419
5528,805000.0,4,3.0,3350,23781,1.0,0,0,4,9,2020,1330,98006,2870,12036,-0.09759098319004551,0.012238805970149255
5529,435000.0,3,2.5,1420,2581,3.0,0,0,3,7,1420,0,98133,1420,2509,-0.17301528834181967,0.011267605633802818
5530,260000.0,3,1.75,2170,10018,1.0,0,0,4,7,1630,540,98001,2049,15263,-0.3276121029510351,0.01935483870967742
5531,377000.0,4,1.75,1800,8385,1.0,0,0,5,6,900,900,98133,1770,8385,-0.19973822868944435,0.03888888888888889
5532,602000.0,4,2.5,2000,7376,2.0,0,0,3,8,2000,0,98029,1950,5218,-0.20922860703069127,0.015
5533,530000.0,3,1.75,1660,4800,1.0,0,0,3,7,960,700,98116,1510,4800,-0.21942552267227655,0.014457831325301205
5534,525000.0,4,2.0,1540,3740,1.0,0,0,4,7,770,770,98117,1090,5080,-0.18455069764159338,0.048051948051948054
5535,250000.0,2,1.5,1160,1086,2.0,0,0,3,7,890,270,98155,1160,1086,-0.17963574254584833,0.01206896551724138
5536,681000.0,3,1.0,1700,6356,1.5,0,0,3,7,1700,0,98118,2080,6000,-0.10218752370030577,0.06647058823529411
5537,625000.0,3,1.75,1580,20588,1.0,0,0,3,8,1580,0,98125,2080,7800,-0.11779643458102071,0.03164556962025317
5538,448500.0,3,2.5,2080,3920,2.0,0,0,3,8,2080,0,98118,2110,3710,-0.12361812164888927,0.004807692307692308
5539,260000.0,3,2.0,1030,7260,1.0,0,0,3,6,1030,0,98146,1380,8100,-0.18894096961750406,0.070873786407767
5540,538000.0,3,1.75,1770,8050,1.0,0,0,4,7,1020,750,98008,2000,7875,-0.0929647244926896,0.03220338983050847
5541,385500.0,3,2.0,1540,7947,1.0,0,0,3,7,1120,420,98011,1910,7950,-0.13160262155443478,0.03831168831168831
5542,428400.0,4,2.5,2650,6000,2.0,0,0,3,9,2650,0,98038,2630,6381,-0.30609514860579495,0.007547169811320755
5543,346290.0,4,2.75,2690,9240,2.0,0,0,3,8,2690,0,98022,2640,9240,-0.47806710825992416,0.008178438661710037
5544,587000.0,4,2.75,2210,8430,2.0,0,0,3,9,2210,0,98075,2460,8069,-0.18554072329275134,0.009502262443438913
5545,355000.0,4,2.5,2390,6775,2.0,0,0,3,7,2390,0,98056,2560,6346,-0.14998403248346615,0.007112970711297071
5546,650000.0,5,2.75,2580,7865,1.0,0,0,4,8,1480,1100,98007,2140,8400,-0.061689869508703435,0.021705426356589147
5547,340000.0,4,2.5,2160,5455,2.0,0,0,3,7,2160,0,98056,2160,5257,-0.15105962399000242,0.00787037037037037
